timestamp,price,amount,product,ordertype
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,ask
2020/06/01 11:57:30.328127,0,10,USDT,deposit
2020/06/01 11:57:30.328127,9590,2.08551e-05,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,2.08551e-05,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,2.08551e-05,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,2.08551e-05,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,2.08551e-05,BTC/USDT,bid
2020/06/01 11:57:30.328127,0,10,DOGE,deposit
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,7.6e-07,263158,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,263158,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,263158,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,263158,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,263158,DOGE/BTC,bid
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002758,72.5163,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,72.5163,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,72.5163,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,72.5163,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,72.5163,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0,10,ETH,deposit
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0251581,7.94973,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,7.94973,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,7.94973,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,7.94973,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,7.94973,ETH/BTC,bid
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,ask
2020/06/01 11:57:30.328127,240,0.000833333,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.000833333,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.000833333,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.000833333,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.000833333,ETH/USDT,bid
2020/06/01 11:57:30.328127,9495.45,2.08551e-05,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,2.08551e-05,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,2.08551e-05,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,2.08551e-05,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,2.08551e-05,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.199896,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.2,BTC/USDT,asksale
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,0.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,2.7e-07,263157,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,263158,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,263158,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,263158,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,263158,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,0.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.00257729,71.5163,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257729,72.5163,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257729,72.5163,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257729,72.5163,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257729,72.5163,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.2,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0248261,6.94973,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,7.94973,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,7.94973,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,1.15082,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.024827,6.7989,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.024827,7.94973,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,233.8,0.000833333,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.000833333,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.000833333,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.000833333,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.000833333,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.195833,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.2,ETH/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,ask
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,ask
2020/06/01 11:57:30.328127,9590,0.0203093,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,0.0203093,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,0.0203093,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,0.0203093,BTC/USDT,bid
2020/06/01 11:57:30.328127,9590,0.0203093,BTC/USDT,bid
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,ask
2020/06/01 11:57:30.328127,7.6e-07,202824,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,202824,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,202824,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,202824,DOGE/BTC,bid
2020/06/01 11:57:30.328127,7.6e-07,202824,DOGE/BTC,bid
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,ask
2020/06/01 11:57:30.328127,0.002758,70618.8,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,70618.8,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,70618.8,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,70618.8,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.002758,70618.8,DOGE/USDT,bid
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,ask
2020/06/01 11:57:30.328127,0.0251581,6.12711,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,6.12711,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,6.12711,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,6.12711,ETH/BTC,bid
2020/06/01 11:57:30.328127,0.0251581,6.12711,ETH/BTC,bid
2020/06/01 11:57:30.328127,233.8,0.934972,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.934972,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.934972,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.934972,ETH/USDT,ask
2020/06/01 11:57:30.328127,233.8,0.934972,ETH/USDT,ask
2020/06/01 11:57:30.328127,240,0.811528,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.811528,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.811528,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.811528,ETH/USDT,bid
2020/06/01 11:57:30.328127,240,0.811528,ETH/USDT,bid
2020/06/01 11:57:30.328127,9495.45,0.0203093,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.0203093,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.0203093,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.0203093,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.0203093,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.0525997,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,asksale
2020/06/01 11:57:30.328127,9495.45,0.154146,BTC/USDT,asksale
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,1e-08,26323.2,DOGE/BTC,asksale
2020/06/01 11:57:30.328127,2.7e-07,71208.2,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,202824,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,202824,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,202824,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,2.7e-07,202824,DOGE/BTC,bidsale
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,17972.4,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,8350.82,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.002425,26323.2,DOGE/USDT,asksale
2020/06/01 11:57:30.328127,0.00257729,9621.56,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257729,3457.51,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.0025773,67161.3,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.0025773,50296.7,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257911,20322.1,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257911,15923.9,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.00257912,1751,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.0025885,52943.8,DOGE/USDT,bidsale
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0245717,0.934972,ETH/BTC,asksale
2020/06/01 11:57:30.328127,0.0248261,1.45225,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,6.12711,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,6.12711,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,6.12711,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.0248261,4.16643,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,0.024827,1.96068,ETH/BTC,bidsale
2020/06/01 11:57:30.328127,233.8,0.811528,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.123445,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.688083,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.246889,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.564638,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.370334,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.441194,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.493778,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.317749,ETH/USDT,asksale
2020/06/01 11:57:30.328127,233.8,0.617223,ETH/USDT,asksale
